artist,genre,guitarKey,lyrics,music,postedBy,song,visits,writer
Deepika Priyadarshani,Classics, B minor ,",|Bsus|- |B7 | - |
|F#m| - | A | - |
| G |Em |F# |Bm |
| A | D |Bm | + |,Bm    G  A              Bm
රාත්‍රිය වී නිහඬව නිසලව ඉන්නම්
B     
බියද දැනේ දුකද දැනේ
D              A       D|Bm|
රුදුරු උනේ ඇයි හිමි සඳුනේ
      G  A              Bm
රාත්‍රිය වී නිහඬව නිසලව ඉන්නම්,Bm
පතා පැමිණි සුර පුරවර
A                A7     Bm
වෙලා ගැණුනි ඝණ කළුවර//
A            G     D
දෑස පුරා දුටු සිනා කවට කෙළි
Bm       Em     D
කඳුළු කතාවක කෙළවර
B          G
අසන් හිමියණේ
D      Em     D      A7  Bm|-|A|D|
කාට කියන්නද මේ දුක………… ඔබ හැර,,Bm
කළා සොලොස පිරි පුර හඳ
A                 A7     Bm
අතැර ගොසිනි සිය පිය බඳ//
A            G     D
එදා ‍දෙඩූ මුදු වදන් අසන්නට
Bm    Em     D
බලා හිඳී සිත පිළිසිඳ
B          G
අසන් හිමියණේ
D      Em     D      A7  Bm|-|A|D|
කාට කියන්නද මේ දුක ඔබ හැර,,,|Bsus|- |B7 | - |
|F#m| - | A | - |
| G |Em |F# |Bm |
| A | D |Bm | + |,| G | - | A | - |
|Bm | - | B | - |
| B | - | D | - |
| A | D |Bm | + |,||Bm | - | - | - |
 | A | - |A7 |Bm ||
 | A | - | G | D |
 |Bm |Em | D | - |
 | B | - | G | - |
 | D |Em | D |A7 |
 |Bm | - |,|,",Rohana Weerasingha,Harsha Jayamanne,රාත්‍රිය වී,"1,521",Sunil R Gamage
T.M.Jayarathna,Old Pops,,,Rohana Weerasingha,Harsha Jayamanne,රාත්‍රිය උදා උනා,"1,832",Kularathna Ariyawansa
W.D.Amaradewa,,,,,,රත්නදීප,,
Priya Sooriyasena,Old Pops,,,Clarence Wijewardena,Harsha Jayamanne,රටකින් එහා,"1,038",Premakeerthi De Alwis
Gunadasa Kapuge,"Classics,Old Pops", Ab major ,,Gunadasa Kapuge,Harsha Jayamanne,තරු මල් යායම,"1,448",Lushan Bulathsinhala
Chandralekha Perera,Movie Songs, F minor ,",|Fm |Eb |C# |Fm |
|Fm |Eb |C# |Fm |,Fm         Ab       Fm
තරු එළියද හිරිහැර කරයි 
Fm                            |Fm/Eb|C#/Fm|
නිවි නිවි දිලෙමින් දිලි දිලි නිවෙමින්
Fm         Ab       Fm
මද සුලගද කලබල කරයි 
Fm                            |Fm/Eb|C#/Fm|
මල් කිතිකවමින් දිය රළ බිඳිමින්,| + | + |Fm | - |
|Fm | - |Ab | - |
|Ab | - |C# | - |
|C# |C/C#|Fm| - |,Fm             Ab
රෑ තුන්යම නිදි නොලබා 
Cm            Fm
වදනින් වදනට ගලපා
Fm     Bbm          Ab    
ඔබට ලියාගෙන ආ සංදේශය 
Fm            C7
කෙසේද මුමුනන්නේ
Fm
නිදි නැති කොව්ලෙකු කෑගසයි,,Fm              Ab
දහසක් ඇස කන් රවටා 
Cm               Fm
දහසක් දෙනගෙන් සගවා
Fm     Bbm          Ab    
රහසේ රචනා කල සංදේශය 
Fm            C7
කෙසේද මුමුනන්නේ
Fm
පිනිකැට හඩදී බිම වැටෙයි,,,|Fm |Eb |C# |Fm |
|Fm |Eb |C# |Fm |,|Fm | - |Ab |Fm |
|Fm | - | - | - |
|,|
|Fm | - |Ab |Fm |
|Fm | - | - | - |
|Fm /Eb |C# /Fm |,| + | + |Fm | - |
|Fm | - |Ab | - |
|Ab | - |C# | - |
|C# |C/C#|Fm| - |,|Fm | - |Ab | - |
|Cm | - |Fm | - |
|Fm |Bbm| - |Ab |
|Fm | - |C7 | - |
|Fm | - | - | - |,",Rohana Weerasingha,Harsha Jayamanne,තරු එළියද,517,Sunil Ariyarathna
Annesley Malawana,"Calypso,Golden Pop,Group Songs", E major ,",|| E | - | A |F#m|
 | A |B7 | E | - ||,E
දෙගොඩ තලා යන ඟඟුලේ
                   B
එගොඩ පදී ඔහු අඳුරේ
B
මනහරය අවට තුරු සිරියා
B          B7       E
කප්රුකකි ගමට තොටියා,E
දෑතට සවිදී ඔරුව හබල් ගා
                 B
එතෙර කරයි යන එන්නා 
B
බාල මහලු සැම හට වඩවා පෙම
             E
පදිති දිවා රෑ තුටිනා
E                  B
නිල් දිය පහලට වන්නේ
B          B7		    E
පෙණ කැටි නැග නැග එන්නේ
E                     B
ගඟු රැළ නැත නිහඬින්නේ???
B          B7	    E
ඔහුගේ මන පවසන්නේ,,,|| E | - | A |F#m|
 | A |B7 | E | - ||,| E | - | - | - |
| E | - | - | - |
| E | - | - | - |
| B | - | - | - |
| B | - | - | - |
| B | - | - | - |
| B | - |B7 | - |,| E | - | - | - |
 | E | - | - | - |
 | E | - | - | - |
 | B | - | - | - |
 | B | - | - | - |
 | B | - | - | - |
 | + | + | + | + |
 | E | - | - | - |
|| E | - | - | - |
 | B | - | - | - |
 | B | - |B7 | - |
 | E | - | - | - ||,",Moonstones,Harsha Jayamanne,තොටියා,"1,392",Moonstones
Victor Rathnayaka,Old Pops, E minor ,",| Em | - | G |Em |
| Em | - | G |Em |
|G/Am|G/D|Em |Em |,Em                   B          D
තරු අත් අකුරින් ලියා එවමි ඔබට පෙම්පත
      Am          G           B         Em
ඔබෙ සෙවන පමණි මිහිපිට ඇති එකම සම්පත//,|  G | - |Am | - |
|Em/D|C/D|Em | - |
| Em | - |,Em                     G         A
මද පවන මොටද ඔබේ සුවඳ මුසුවී නැත්නම්
    D           A            D7          Em
සඳකිරණ මොටද ඔබ මගෙ තනියට ලඟ නැත්නම්
(|G|Em|)
     C         G          D
එලි කරමි මගේ ලඟ ඇති ආදරයේ වත්කම්
    Am           G            B          Em
පැල්පත ද මට හොදයි මිහිරියෙ එක හිත ඇත්නම්,Em                       G           A
කල්ගෙවා දෙනෙත් නොපියා ඔබ ගැනම පිය කතේ
    D         A          D7          Em
කල්පනා කල පමණ මට කල්පනාවක් නැතේ
(|G|Em|)
    C           G           D
ඇඳිරියද මැණික හඳුනන ඇස් දෙකක් මට ඇතේ
    Am          G            B          Em
එනු මැනවි රස බලමු සෙවනක එකම පැල්පතේ,,| Em | - | G |Em |
| Em | - | G |Em |
|G/Am|G/D|Em |Em |,|Em | - | B | D |
|Am | G | B |Em |,|  G | - |Am | - |
|Em/D|C/D|Em | - |
| Em | - |,|Em | - | G | A |
| D | A |D7 |Em |
|,|Em | - |
| G | A | D | A |
|D7 |Em | C | G |
| D | - |Am | G |
| B |Em |
 fade",Victor Rathnayaka,Harsha Jayamanne,තරු අත් අකුරින්,"1,361",Premakeerthi De Alwis
W.D.Amaradewa,,,,,,තරු අරුන්දතී,,
,,,,,,,,
Victor Rathnayaka,Classics, G minor ,",|Gm |Eb |Bb | - |
|Gm |Eb |Cm | - |
|Eb |Bb | F |Gm |
|Cm | - |F7 | - |
|Bb | - |Gm | + |
|Eb | + |Cm | - |
|Gm | - |,Gm                                 F
තනි වෙන්නට මගේ ලොවේ පුරුදු පාළුවෙන්
Cm           Eb            Bb    F    Gm
රැගෙන යන්න සොදුරියෙ ඔබෙ සුවද මා ලගින්//,|Gm |Eb |Bb | - |
|Gm |Eb |Cm | - |
|Eb |Bb | F |Gm |
| G | - | - |G7 |
|Cm | - |Gm | - |
|Cm | - | F | - |
|Gm | - |,D          Gm         G              C
සිව් වසරක පෙම් ගීතය ගොලුවෙලා ගියාදෝ//
Eb           Bb          Bb    F     Gm
අලුත් ලොවක ඔබ සතුටින් කිරුලු පැලන්දුවාදෝ,D        Gm       G         C
මායාවකි ප්‍රේමය මා හදවත රිදවූයේ//
Eb        Bb        Bb    F        Gm
සෝ ගීයකි දුක් බර වූ සැනසුම කොහි වේදෝ,,|Gm |Eb | 
|Bb | - |Gm |Eb |
|Cm | - |Eb |Bb |
| F |Gm |Cm | - |
|F7 | - |Bb | - |
|Gm | + |Eb | + |
|Cm | - |Gm | - |,|Gm | - | - | - |
|Gm | - | F | - |
|Cm | - |Eb | - |
|Bb | F |Gm | - |,|Gm |Eb |Bb | - |
|Gm |Eb |Cm | - |
|Eb |Bb | F |Gm |
| G | - | - |G7 |
|Cm | - |Gm | - |
|Cm | - | F | - |
|Gm | - |,| D | - |
|Gm | - | G | - |
| C | - | - | - |
| D | - |Gm | - |
| G | - | C | - |
|Eb | - |Bb | - |
|Bb | F |Gm | - |",Rohana Weerasingha,Harsha Jayamanne,තනි වෙන්නට මගේ ලොවේ,"1,935",Buddhadasa Galappaththi
Victor Rathnayaka,Classics, C minor ,",|Cm | - | - | - |
|Cm | - | - | - |
|Cm | - | - | - |
|Cm | - | - |Ab |,Cdim|Cm|Ab |Cm|Bb|        Cm
තනිතරුවේ…………………………………………….තනි තරු‍වේ
Cm            Bb
ඔබත් ඔහොම ඔතැන ඉන්න
Eb            Bb           Cm
මමත් මෙහෙම මෙතැන ඉන්නවා...//,Cm
නෙතඟ නෙතඟ පැටලි පැටලි
Bb          Ab    Fm
මුවඟ මුවඟ ඇලලි ඇලලි//
Ab      Cm   Bb   Eb     
මෙතෙක් දුරක් එක් වී පැමිණී,Cm 
මහඳ අරනෙ ලතැවි ලතැවි
Bb          Ab    Fm
රැදෙනු බැරිව ඉගිලි ඉගිලි...//
Ab      Cm   Bb   Eb     
මගෙන් ඉවත බැඳිලා සැනසී,Cm         Bb   Cm  
තනිතරුවේ……ඒ………ඒ……
Eb     Bb   Cm
තනිතරුවේ……ඒ………………
Cm         Bb
තනිතරුවේ……ඒ………………
Bb    Cm
ඒ ඒ ඒ ඒ…………………………
Bb     Cm
තනිතරුවේ…………………………,,|Cm | - | - | - |
|Cm | - | - | - |
|Cm | - | - | - |
|Cm | - | - |Ab |,|Cm | - |Cdim|Cm|
|Ab |Cm |Bb | - |
|Cm | - | - | - |
|Cm | - |Bb | - |
|Eb | - |Bb | - |
|Cm | - |,||Cm | - | - | - |
 |Bb | - |Ab |Fm ||
 |Ab |Cm |Bb |Eb |
 |Eb | - | - | - |,|Cm | - | - | - |
|Bb | - | - | - |
|Cm | - | - | - |
|Eb | - |Bb | - |
|Cm | - | - | - |
|Cm | - | - | - |
|Bb | - | - | - | 
|Cm | - | - | - |
|Cm |Bb |Cm | - |
|Cm | - | - | - |
 fade",Victor Rathnayaka,Harsha Jayamanne,තනිතරුවේ,"1,599",Premakeerthi De Alwis
W.D.Amaradewa,,,,,,තණ්හා ආශා,,
Saman De Silva,Old Pops, G major ,"||G/+|C/+|G/D| G ||
 
 | G | - | C | - |
 | D |D7 |G/+|C/+|
 |G/D|G/+|,G             Em
තණ නිල්ල දිගේ ඇදිලා යනවා
    C      G
සිත මා පිරිලා
   G                 Em
දහසක් නෙතු මා වෙත යොමු වෙනවා
    Am      G
සිත මා පිරිලා,G            Bm
විදුලිය වාගේ වැදිලා
C            G
යන විට ඈත නොපෙනී //
    Am          G
දෙසවන් මගෙ පිරිලා ඇසේ
    D   D7      G/D/G
ජය ගීතිකා ගැයෙලා,,G              Bm
සැඩ හිරු ඈත දිලෙනා
C              G
සුව බර මේ සැන්දෑවේ //
    Am         G
හස‍රැල් නගී සතුටින් වගේ
    D   D7      G/D/G
ජය ගීතිකා ගැයෙලා,,,||G/+|C/+|G/D| G ||
 
 | G | - | C | - |
 | D |D7 |G/+|C/+|
 |G/D|G/+|,| G | - |Em | - |
| C | - | G | - |
| G | - |Em | - |
|Am | - | G | - |,|| G | - |Bm | - |
 | C | - | G | - ||
 |Am | - | G | - |
 | D |D7 |G/D/G/+|,",Clarence Wijewardena,Harsha Jayamanne,තණ නිල්ල දිගේ,624,Vernon Perera
H.R.Jothipala,"Classics,Golden Pop", F minor ,,Sarath Dasanayaka,Harsha Jayamanne,ටජ් මහලක්,"1,189",Karunarathna Abeysekara
W.D.Amaradewa,,,,,,ස්වර්ණ විමානෙට,,
,,,,,,,,
Clarence Wijewardena,"Movie Songs,Old Pops", C major ,,Premasiri Khemadasa,Harsha Jayamanne,සුවඳක් දැනේවි,772,Clarence Wijewardena
,,,,,,,,
,,,,,,,,
Ajith Mutukumarana,,,,,,සුවඳ මගේ,,
Rookantha Gunathilaka,New Pop, Eb major ,",| + | + | + | + |
|Cm | - |Bb | - | 
|F7 | - |Ab∆| - |
|Eb | - | - | - | 
|Fm |Bb |Eb | - |,Fm       G  Ab     Cm
සුවඳ දෙන මල් වනේ බිඟුන් බැඳිලා
          Fm       G  Ab     Cm
කඳුලු බිඳු නිල් නුවන් පුරා රැඳිලා
          G     Ab     G    Ab      G   Bb
ඔබේ ළමැදේ සෙනේ මැදුරේ සුසුම් නැගිලා
          Fm       G  Ab     Cm
සුවඳ දෙන මල් වනේ බිඟුන් බැඳිලා
          Fm       G  Ab     Cm
කඳුලු බිඳු නිල් නුවන් පුරා රැඳිලා,|Cm | - |Bb | - | 
|F7 | - |Ab∆| - |
|Eb | - | - | - | 
|Fm |Bb |Eb | - |,Eb   Ab   Eb    Ab   Eb   Ab    Fm
මේ නුරා සැඳෑ කලේ සෝ සුසුම් හෙලා
Ab   Bb  Ab  Bb Gm/F#+   Fm/Bb  Eb
ඈත තාරකා දිහා නිල් නුවන් යොමා
Eb   Ab   Eb   Ab  Eb  Ab   Fm
ඒ ඔබේ සුපෙම්වතා ඒවිදෝ බලා
Ab   Bb   Ab    Bb  Gm/F#+/Fm/Bb  Eb
නෑ පලේ තැවී හඬා වේදනා..... දරා 
Ab∆   G7     G    Bb7
වේද..නා   දරා,,Eb   Ab   Eb    Ab Eb  Ab    Fm
මේ ලොවේ දිනූ අපේ ජීවිතේ කෙටියි
Ab   Bb  Ab    Bb Gm/F#+ Fm/Bb  Eb
කාලයේ රහස් වසා ජීවිතේ ගලයි
Eb  Ab     Eb   Ab   Eb   Ab    Fm
මේ කුලුත් පියා සලා කුලින් කුලේ රැ‍ඳෙයි
Ab  Bb  Ab    Bb  Gm/F#+ Fm/Bb  Eb
ආදරේ අමා හැඟුම් මා සිතේ නැගෙයි 
Ab∆   G7     G    Bb7
මා සිතේ නැගෙයි,,,| + | + | + | + |
|Cm | - |Bb | - | 
|F7 | - |Ab∆| - |
|Eb | - | - | - | 
|Fm |Bb |Eb | - |,|Eb | - |Fm | - |
| G |Ab |Cm | - |
|Cm | - |Fm | - |
| G |Ab |Cm | - |
|Cm | - | G |Ab |
| G |Ab | G | - |
|Bb | + |Fm | - |
| G |Ab |Cm | - |
|Cm | - |Fm | - |
| G |Ab |Cm | - |,|Cm | - |Bb | - | 
 |F7 | - |Ab∆| - |
 |Eb | - | - | - | 
 |Fm |Bb |Eb | - |,||Eb |Ab |Eb |Ab |
 |Eb |Ab |Fm | - |
 |Ab |Bb |Ab |Bb |
 |Gm/F#+|Fm/Bb|Eb|-||
 |Ab∆|G7 | G |Bb7|,",Rookantha Gunathilaka,Harsha Jayamanne,සුවඳ දෙන මල්,"1,306",K.D.K.Dharmawardhana
Rookantha Gunathilaka,Movie Songs, G major ,",| G | - | G | - |
| G | - |Bm | - |
| D | C | G |Bm |
|D7 | G |,G      Am        D7   G
සුවඳ දැනී දැනී දැනෙනවා
 Em  C      Am  G               Em 
උදා හිරු එළියේ අළුත් ඉරක් දෝ මේ
Am            D7
හිතට ගලනවා හීත බිඳු බිඳු 
G           Em          Bm      D
හීන් පිනි හුළඟේ හිනස්සා හිත හැඟුම්
G      Am        D7   Bm
සුවඳ දැනී දැනී දැනෙනවා,|Em | G | C | - |
|Bm | G |Eb | - |
| F |D7 | G | - |,G                   C
ඊයේ නොදුටූ ලස්සන ලෝකය 
Am      D     G
අද කොහෙන් හෝ
G                       C
හෙමිහිට ඇවිදින් මිදුල දිගේ මට 
Am     D     G
තුරුළු වෙනවා
G   Bm C   G        Em|Eb°7/G|
ජීවිතේ සුන්දර ද මෙතරම්
G      Am        D7   G
සුවඳ දැනී දැනී දැනෙනවා,,|Em | -|Em/Am|Am |
| B |Eb°7|Em | G |,G            Em   C       G     C
රෑන රෑන් එන පාට පාට සමනලයෝ
Am     D      D7      G      Em|D|Em/D|
පේන පේන මල සිප ගන්නෝ ආදරේ….
Am              D                G|Em
ඔච්චම් කර කර හංකිති කවනා ආදරේ
Bm              C      G
බලාපොරොත්තුව දෝත දරා මඟ
G            C    G
බලා හිදී ඔබ එනතුරා
D             Am         C     G
ආයේ හෙට දවසක් තියේවී අද වාගේ
G   Bm C   G        Em|D7/G|
ජීවිතේ සුන්දර ද මෙතරම්,,,| G | - | G | - |
| G | - |Bm | - |
| D | C | G |Bm |
|D7 | G |,| G |Am |
 |Am |D7 | G | - |
*|Em | C |Am | - |
 | G | - |Em | - |
 |Am | - |D7 | - |
 | G | - |Em | - |
 |Bm | D | G |Am |
 |Am |D7 | G |Bm |,|Em | G | C | - |
|Bm | G |Eb | - |
| F |D7 | G | - |,|| G | - | - | C |
 |Am | D | G | - ||
 | G |Bm | C | G |
 |Em |Eb°/G|G|Am/F#°|
 |Am |D7 | G | - |,|Em | -|Em/Am|Am |
| B |Eb°7|Em | G |,| G |  - |Em | C |
| G |  C |Am | D |
|D7 |  G | - |Em |
| D |Em/D|Am | - |
| D | -  | - | G |
|Em | -  |Bm | - |
| C | G  | G | - |
| C | G  | D | - |
|Am | -  | C | G |
| G | Bm | C | G |
|Em |D7/G| G |Am |
|Am | D7 | G | - |
 Go to *,",Rohana Weerasingha,Harsha Jayamanne,සුවඳ දැනී,"6,602",Ajantha Ranasinghe
